ID;SOURCE;AUTEUR;GROUPE;DATE;PERIODE;TEXTE;MOTS_CLES;STANCE;INTENSITE;CIBLE;CADRAGE;NOTES
0415;Twitter;frapiquemal;LFI;2025-07-25;P7_cessez_feu;"Les complices du génocide: 

Entre une adjointe qui refuse que l’on parle de génocide à Gaza et un autre qui nie l’Etat de Palestine, M.Moudenc et son équipe s’affichent chaque jour un plus comme soutiens inconditionnels de l’extrême droite de Nethanyau. 
lopinion.com/articles/politi…";palestine, gaza, genocide;;;;;
0416;Twitter;portes_thomas;LFI-NFP;2025-01-15;P7_cessez_feu;"Jeudi à l’ Adidas Arena à Paris, doit se tenir une rencontre entre Paris Basketball et le club israélien Maccabi Tel Aviv pour la 22e journée d’Euroligue.

Ce match doit être annulé.

Alors qu’un génocide est en cours à Gaza, avec plus de 40 000 morts en neuf mois, un bilan sous-évalué qui ne cesse de s’alourdir, nous ne pouvons tolérer qu’un événement sportif se déroule comme si de rien n’était.

Le sport ne peut servir d’opération de blanchiment pour un État coupable de crimes de guerre, de cr...";israelien, israel, gaza, droit international, tel aviv, genocide, crimes de guerre, colonisation, massacre;;;;;
0417;Twitter;alma_dufour;LFI-NFP;2025-06-12;P7_cessez_feu;"La #FreedomFlotilla ressuscite le courage en politique.

Elle montre que Gaza ne peut plus être le miroir brisé de l'humanité.

300 camions d'aide humanitaire partent du Maghreb. 150 000 personnes ont rejoint une manifestation organisée en un jour.

Les valeurs des bourgeois sont mortes, mais pas les nôtres !";gaza, aide humanitaire;;;;;
0418;Assemblee;Mme Prisca Thevenot;REN;2024-02-06;P3_post_cij;je vous prie d excuser le ministre de l europe et des affaires etrangeres qui effectue au liban la derniere etape de sa tournee diplomatique dans la region apres s etre rendu en egypte en jordanie en israel et dans les territoires palestiniens l objectif de son deplacement et son message sont clairs et rappellent les devoirs de la france condamnation sans ambiguite des actes terroristes du hamas demande de liberation immediate de l ensemble des otages;palestiniens, israel, palestinien, hamas, otage, otages, territoires palestiniens;;;;;
0419;Twitter;abadiecaroline;REN;2023-10-10;P1_choc;"L'ambiguïté de certains élus de la République sur l'attaque du Hamas nourrit le sentiment qu’on pourrait faire l’apologie du terrorisme en toute impunité.

C’est pourtant interdit par la loi. Le ministre nous a promis une réponse ferme et rapide.

#DirectAN #QAG #Israël";israel, hamas;;;;;
0420;Twitter;faureolivier;PS-NFP;2024-01-19;P2_offensive;#Gaza;gaza;;;;;
0421;Twitter;caronaymericoff;LFI-NFP;2025-08-25;P7_cessez_feu;"Massacrés par une seconde frappe sur un hôpital, faite pour assassiner les sauveteurs et les journalistes arrivés juste après la première.
Le génocide continue à Gaza.";gaza, genocide, massacre;;;;;
0422;Assemblee;M. Laurent Saint-Martin;LFI-NFP;2025-06-24;P7_cessez_feu;nous le disons tres clairement comme vous nous refusons que l iran mene a bien son programme nucleaire et balistique mais la france a aussi le courage de dire que la voie militaire ne suffit pas il faut aussi et d abord passer par la voie de la negociation cette voie diplomatique que vous denigrez la france l a fait avec succes quand elle a permis d aboutir a un encadrement du programme nucleaire iranien vous avez donc raison la france defend avec constance le respect du droit international elle assure aussi avec constance la protection de ses ressortissants quand vous denigrez notre diplomatie vous denigrez tous ceux qui travaillent a tel aviv a teheran mais aussi dans les pays voisins pour proteger nos ressortissants applaudissements sur les bancs du groupe epr ainsi que sur plusieurs ba...;droit international, tel aviv;;;;;
0423;Twitter;deputee_obono;LFI-NFP;2024-12-02;P6_mandats_cpi;🏛️Nous l'avions annoncé depuis la nomination de Barnier par Macron : nous déposerons une #MotionDeCensure dès le 49.3 de ce gouvernement illégitime et minoritaire sur le #PLF2025 ou le #PLFSS2025. Nous, #NouveauFrontPopulaire, sommes à la fois la 1ère opposition et l'alternative.;illegitime, legitime;;;;;
0424;Twitter;carolineyadan;EPR;2024-11-29;P6_mandats_cpi;"🛑✌️VICTOIRE contre les diffuseurs de haine islamiste, portes-paroles du Hamas. 

La justice vient de trancher. 

@RimaHas peut dire au-revoir à toutes les facs de France pour diffuser sa propagande haineuse.
Le @Conseil_Etat vient de trancher : le refus de @sciencespo de lui mettre une salle à disposition est motivé par la situation de l’établissement qui connaît des désordres graves depuis plusieurs mois, et ne porte pas d’atteinte grave et manifestement illégale à la liberté d’expression et à ...";hamas, illegal, illegale;;;;;
0425;Twitter;ncolin_oesterle;inconnu;2023-10-11;P1_choc;"Rassemblement au Parlement européen pour rendre hommage aux victimes de la barbarie terroriste.

C’est une tragédie pour Israël, pour le peuple juif mais aussi pour l’Europe. L’UE est unie et solidaire 🇪🇺🇮🇱.";israel;;;;;
0426;Assemblee;M. Gérault Verny;UDR;2025-11-21;P7_cessez_feu;le debat n est pas ideologique mais d abord arithmetique en 2024 les prelevements obligatoires representaient 46 du pib contre 40 en moyenne dans l union europeenne la france est ainsi en tete du classement de l ocde selon le ratio des impots sur le pib alors que la moyenne des pays developpes tourne autour de 34 pour la depense publique c est la meme histoire plus de 57 de la richesse nationale est consacree a la depense alors qu en allemagne comme en moyenne dans la zone euro cette proportion se situe autour de 50 nous avons donc 7 a 8 points de pib de depense publique de plus que nos voisins surtout et c est le coeur du debat actuel 80 de l ecart de prelevements obligatoires entre la france et la moyenne de la zone euro vient de ce que nous faisons peser sur les entreprises oh sur les b...;israel;;;;;
0427;Twitter;maudgatel;MODEM;2024-05-07;P4_rafah;"Dénoncer le silence autour du #7octobre tout en réclamant un cessez-le-feu à Gaza vaut à @SophiaAram d’être une cible. 

Ce qui devrait être une position partagée devient un acte de courage par l’instrumentalisation mortifère de certains. 

Réveillons-nous !";gaza, cessez-le-feu;;;;;
0428;Assemblee;Mme Cyrielle Chatelain;ECO;2024-01-30;P3_post_cij;pour que notre destin commun soit grand pour qu il soit beau c est un changement radical dont nous avons besoin en effet vos capitulations successives ont amoindri la france elle doit reprendre son souffle mais aussi sa place dans le concert des nations la france etait une boussole au niveau international sa parole autrefois ecoutee a ete abimee par la presidence d emmanuel macron mme sandra regol applaudit alors que la cour internationale de justice cij alerte l opinion sur le risque de genocide dans la bande de gaza la place de la france est claire elle est du cote du droit de la raison de la paix et de la vie applaudissements sur les bancs du groupe ecolo nupes et sur quelques bancs du groupe lfi nupes;gaza, bande de gaza, genocide, cij, cour internationale de justice;;;;;
0429;Assemblee;M. Stéphane Séjourné;REN;2024-02-13;P3_post_cij;afin d eviter un desastre nous reiterons notre appel a un arret des combats israel doit prendre des mesures concretes pour proteger la vie des populations civiles a gaza;israel, gaza;;;;;
0430;Twitter;michelherbillon;LR;2023-11-22;P2_offensive;"Depuis l’attaque terroriste perpétrée le 7 octobre dernier par le Hamas, plus de 200 civils, dont 8 Français, demeurent pris en otage.

Avec mes collègues parlementaires, nous lançons une grande opération pour appeler à la libération de tous les otages retenus. #BringThemHomeNow";hamas, 7 octobre, civils, otage, otages;;;;;
0431;Assemblee;M. Aurélien Saintoul (LFI-NFP);LFI-NFP;2025-01-15;P7_cessez_feu;on nous invite a discuter du theme suivant apres l election de trump concretiser la souverainete europeenne une remarque d abord quant au libelle du sujet il n y a pas et il n y aura pas ni virtuellement ni reellement ni a court ni a moyen terme de souverainete europeenne attendu que selon l article 3 de la constitution la souverainete nationale appartient au peuple a la rigueur on peut chercher les indices d une volonte de la part des etats europeens de se rendre moins dependants des etats unis ce serait deja beaucoup et je souhaite bon courage a qui entreprendrait cette quete puisque tout montre que la tutelle de ce puissant protecteur n est guere remise en question sur le vieux continent certes le retour de donald trump au pouvoir ne permet plus vraiment de faire semblant notre allie si...;gaza, crif, droit international, annexion, genocide;;;;;
0432;Twitter;jerome_buisson;RN;2025-01-21;P7_cessez_feu;"Occupez vous des ingérences de l’idéologie islamiste parmi vos élus ! Autrement dit balayez devant votre porte ! 
#LFI #Hamas #Antisemitisme";hamas, antisemitisme;;;;;
0433;Twitter;yaelbraunpivet;inconnu;2025-05-18;P7_cessez_feu;Ce qui se passe à Gaza est tragique. Il faut que cela cesse. L’entrée massive de l’aide humanitaire est une urgence. Chaque initiative politique ou diplomatique qui peut faire avancer la paix doit être soutenue.;gaza, aide humanitaire;;;;;
0434;Twitter;caronaymericoff;LFI-NFP;2024-11-17;P5_escalade;"Monsieur @GFarde vous êtes très loin de parler « exclusivement et en permanence » du calvaire des Palestiniens : vous n’en parlez jamais. Ce qui, pour une chaîne info, est impardonnable.
Ma critique ne vaut pas que pour @BFMTV, elle s’applique à la plupart des autres chaînes françaises qui ont choisi d’invisibiliser l’horreur dont témoignent 
les images qui nous parviennent tous les jours de Gaza, de Cisjordanie et du Liban.
C’est précisément parce que les médias français ne montrent pas ces ima...";palestiniens, gaza, palestinien, cisjordanie, genocide, crise humanitaire;;;;;
0435;Assemblee;Mme Prisca Thevenot;REN;2024-01-16;P2_offensive;j ai deja repondu sur le sujet de l aide a gaza et aux gazaouis et vous me permettrez de ne pas repeter ce qui a ete dit et que vous avez du entendre;gaza;;;;;
0436;Twitter;legavrejerome;LFI-NFP;2024-04-26;P3_post_cij;"Demain à partir de 14h à Clichy-sous-Bois, rassemblement pour un cessez-le-feu à Gaza et en Palestine. 
Je tiendrai une réunion publique à la suite de celui-ci.";palestine, gaza, cessez-le-feu;;;;;
0437;Assemblee;M. Jean-Louis Bourlanges;MODEM;2023-10-23;P1_choc;le premier ministre israelien et son gouvernement construit en rupture avec la tradition laique et liberale qui a domine l histoire interieure d israel depuis sa creation ont paru meconnaitre cette vulnerabilite structurelle de l etat hebreu;israelien, israel;;;;;
0438;Twitter;caronaymericoff;LFI-NFP;2024-07-22;P4_rafah;"Je n’ai lu que la première phrase. Ca m’a suffi. Marre de cette désinformation et de ce négationnisme.
Le génocide à Gaza, il est documenté ici:

lesmutins.org/gaza-apres-le-…";gaza, genocide;;;;;
0439;Assemblee;Mme Catherine Colonna;LFI;2023-11-14;P2_offensive;face a l urgence humanitaire qui est reelle la france a organise le 9 novembre une conference humanitaire internationale pour la population civile de gaza;gaza;;;;;
0440;Twitter;christophebex;inconnu;2023-12-21;P2_offensive;"Avec 38 autres collègues, je demande des sanctions suite aux propos absolument abjectes de Meyer Habib sur le sort des Palestiniens.

Stop à l’ignominie dans notre hémicycle.";palestiniens, palestinien;;;;;
0441;Twitter;lachaudb;LFI-NFP;2023-10-10;P1_choc;"Merci à ma camarade @MathildePanot pour ses paroles fortes à l'Assemblée Nationale.
Condamnation de tous les crimes de guerre.
Compassion pour toutes les victimes.
Refus de la spirale de violence, des atrocités du Hamas, du siège de Gaza.
La France doit parler la voix de la paix";gaza, hamas, siege, crimes de guerre;;;;;
0442;Assemblee;M. Xavier Albertini;HOR;2024-10-08;P5_escalade;l ecologie n est pas un frein elle est un accelerateur de progres et d innovation le groupe horizons independants que j ai l honneur de representer dans cette discussion votera d autant moins cette motion de censure qu il se retrouve aussi dans les orientations regaliennes que vous avez indiquees monsieur le premier ministre et dont nous esperons qu elles seront suivies par votre gouvernement parce que la democratie a besoin d ordre et d autorite parce que des millions de francais qui respectent chaque jour les regles ne supportent plus de voir une poignee d individus s en affranchir nous pronons un etat fort qui rend la justice avec fermete et efficacite et qui sait maitriser ses flux migratoires nous serons tout aussi intransigeants dans la defense des valeurs de la republique de la laic...;israelien, israel, israeliens, 7 octobre, antisemitisme, bombardement, victimes civiles, massacre, bombardements;;;;;
0443;Twitter;gabriellecthl;LFI-NFP;2025-05-16;P7_cessez_feu;"Le Comité spécial de l’ONU chargé d’enquêter sur les pratiques israéliennes affectant les droits de l’Homme des palestiniens alerte sur une seconde #Nakba. 

«Israël continue d'infliger des souffrances inimaginables aux personnes vivant sous son occupation »⤵️";palestiniens, israelien, israel, israeliennes, palestinien, israelienne, occupation, onu;;;;;
0444;Twitter;julienodoul;RN;2024-05-30;P4_rafah;Ce film a surtout été boudé par presque tous vos camarades de la #NUPES ! Derrière les postures électoralistes faciles, les drapeaux palestiniens, les appels au boycott, les selfies en keffieh et les sourires haineux de @RimaHas, #LFI se moque de la souffrance des Palestiniens.;palestiniens, palestinien;;;;;
